kind,tweet_id,parent_tweet_id,parent_tweet_text,created_at,user_id,user_screen_name,text,in_reply_to_id,retweet_count,favorite_count,relevan,sentimen,emosi,intensi,aspek,alasan,,
commentar,1.89314375121809E+018,1.89313283783601E+018,"@ranranraneee_ @Biyasaaa @har15_nanggii @abdimuda_id @susipudjiastuti @ASN_UnderCover @ardisatriawan @BudiBukanIntel @kpertiwi29 @pejabrut @PNS_Ababil Rekrutmen PPPK sekarang bener-bener buruk loh, bahkan seorang penjaga sekolah/tukang kebersihan bisa jadi guru cuman gara-gara dia punya ijazah S1 dan namanya ada di dapodik",Sat Feb 22 03:40:17 +0000 2025,515227115,ranranraneee_,"@alif_djaduk @Biyasaaa @har15_nanggii @abdimuda_id @susipudjiastuti @ASN_UnderCover @ardisatriawan @BudiBukanIntel @kpertiwi29 @pejabrut @PNS_Ababil Rekruitmen yg awal setelah terakhir cpns masih oke, masih pakai tes. Yg selanjut2nya cuma berdasarkan hasil wawancara sama KS. Mirisss",1.89313283783601E+018,0,,iya,negatif,frustrasi,curhat,wawancara,sindiran dari keluarga karena lolos tanpa wawancara,,
commentar,1.89313935974831E+018,1.89292349621871E+018,"temen2, bagi2 sedikit sedih km dong.

apa kata-kata paling menyakitkan yang pernah keluar dari orang terdekat kamu?",Sat Feb 22 03:22:50 +0000 2025,1.31600514802029E+018,orion_va,"@chevsya ""Buang2 duit aja kuliah""
""Harusnya kerja, cari duit. Malah buang2 duit lanjut kuliah""
""Oh tes cpns nya ga pake wawancara? Pantes bisa lolos, soalnya gampang""

Note: tante sama om ku yg blg, pdhl ortuku yg nyuruh aku lnjut kuliah",1.89292349621871E+018,1,21,iya,netral,informatif,cerita,formasi,cerita formasi tanpa wawancara,,
commentar,1.8927670048362E+018,1.89254229250797E+018,"💚 MUAK BANGET SUMPAH, kita ini tinggal di negara apasih???? https://t.co/yY4SefTfUa",Fri Feb 21 02:43:14 +0000 2025,1.11949926098511E+018,xyzkayee,"@tanyakanrl itu dari awal udah ada minimal syarat tb bb nya, kan dia sendiri yg ambil formasi di kemenkumham. pdhal juga banyak kok formasi yg gaperlu tb bb. di formasiku kemaren malah tes cpns cuma cat aja gaada tambahan wawancara tuh",1.89254229250797E+018,0,,iya,negatif,kritik,kritik,transparansi,kritik tes wawancara tak transparan,,
commentar,1.89273304470168E+018,1.89243123166233E+018,,Fri Feb 21 00:28:17 +0000 2025,1.58415981168749E+018,greekgodkostas,"@PapiUcit mana yang kemarin bilang cpns sekarang transparan dan ga bisa dimanipulasi? denger ya, kalo uda tes kesehatan sama wawancara, apa skornya terpampang? apa masi transparan? ya kaga la",1.89243123166233E+018,0,,iya,negatif,kecewa,kritik,manipulasi,kritik tes tambahan jadi alat gugur,,
commentar,1.89253484649012E+018,1.89250121806642E+018,"Tri Cahyaningsih, seorang buruh pabrik tekstil di Ampel, Boyolali, Jawa Tengah, harus menelan kekecewaan setelah gagal menjadi Pegawai Negeri Sipil (PNS).

https://t.co/Im3AcGUnqH https://t.co/3pHfVOq5kz",Thu Feb 20 11:20:43 +0000 2025,3025201238,Joe_Richardo93,"@kompascom Tes cpns skrg gembar gembornya sj transparan, murni, dll. Tp ditambahin  rangkaian tes2 lain yg dijadikn jebakan betmen utk mengugurkan byk calon2 ygtdk punya beking. mis: tes wawancara, tes tinggi bdan, tes postur proporsional, dsb. Krn klu di tes tertulis mreka tdk bs ngakalin.",1.89250121806642E+018,0,,iya,negatif,waspada,saran,subjektivitas,peringatan hindari tes subjektif,,
commentar,1.89251740947656E+018,1.89241774181209E+018,"Inilah kenapa banyak yg memilih #KaburAjaDulu Karena utk jadi PNS aja kebanyakan aturan... Walau peraih skor tertinggi hanya Krn tinggi badan kurang 0.5 cm seorang buruh pabrik gagal menjadi PNS...
Ayo VIRALKAN...

#IndonesiaGelap
#IndonesiaGelap2025
#PeringatanDarurat
Ndasmu

@WagimanDeep212_
@islah_bahrawi
@GunRomli
 
https://t.co/qQihAie6Xi lewat @tribunnews",Thu Feb 20 10:11:26 +0000 2025,1.55226145633878E+018,wisatababel_,"@AntoniusCDN @03__nakula @ahmad_bellamy @CakKhum @Anak__Ogi @ch_chotimah2 @Cintada16 @DS_yantie @JhonSitorus_18 @seruanhl @NgkongRoses Tips ikut cpns, cari formasi yg tes skbnya hanya CAT saja.. Kalau ada tes fisik, wawancara, dll  itu susah sumpah.. Karena penilainnya sangat subjektif..",1.89241774181209E+018,1,1,tidak,netral,ramah,ajak bicara,wawancara pribadi,"hanya konteks wawancara santai, bukan cpns",,
tweet,1.891805782293E+018,,,Tue Feb 18 11:03:41 +0000 2025,7.26588308621513E+017,hyedyoon,"@KRYSTALUJUNG halo, kakak Krystal! aku boleh gak wawancara sedikit sama kamu? 🥺 gak susah kayak ngerjain utbk dan tes cpns kok... :3",,0,,iya,netral,lucu,cerita,wawancara,cerita unik wawancara via zoom,,
retweet,1.89159301540524E+018,1.89141145874903E+018,"Bener gak gais?
Bantu jawab dong https://t.co/PmpHTiD7Xu",Mon Feb 17 20:58:13 +0000 2025,262624982,br0kenw0rd,Lho tmnku tes wawancara cpns lwt zoom suruh share screen sosmednya dia apa aja wkwk,,0,,iya,negatif,kritik,kritik,seleksi,kritik beratnya rangkaian tes cpns,,
retweet,1.89130235303213E+018,1.89108694332623E+018,"Elu semua nyadar ga sih? Kita nyari kerjaan harus tes psikotes, FGD, jago bahasa Inggris lah bahasa Mandarin, harus punya critical thinking

Tapi punya pejabat bodoh, bukan bodoh lagi tapi dungu.",Mon Feb 17 01:43:14 +0000 2025,96377441,apoteler,"Nyadar pas tes CPNS tahun kemarin. Ada tes SKD, lanjut SKB CAT, lanjut SKB non CAT (tes wawancara pimpinan, psikotes/kejiwaan dan praktik kerja, wawancara psikotes, pemeriksaan kesehatan)

Semuanya harus jadi ""manusia sempurna"", mirip kayak seleksi nyari Nabi baru",,1,12,iya,positif,setuju,analitis,transparansi,nilai cpns objektif walau ada wawancara,,
commentar,1.8889228044622E+018,1.88747524713553E+018,"@dinris15 @lulac_notlilac @tanyakanrl Tp kalau korupsi buat support gaya idup gen z, gue rasa tetap di gaskeun 🤣. Toh style kerja pns kan juga minim kerja tunjangan oke, gen z banget ga sih. Wkwkwkwk. Masuknya doang susah perlu ordal kalau gak ya perlu pinter",Mon Feb 10 12:07:45 +0000 2025,1.10334272037276E+018,dinris15,"@AlvinLenoire @lulac_notlilac @tanyakanrl Kalo soal ordal, swasta juga gedere kkn nya. Malah kalo ortu udh tinggi jabatannya, pasti anak cucu bakal masuk situ juga. Kalo CPNS sekrg byk yg udh full CAT jd theres no way utk bawa2 kenalan. Kalo pun ada sesi wawancara, sebetulnya nilai bisa diotak atik tp pas tes SKD SKB nya",1.88747524713553E+018,0,,iya,netral,cerita,cerita,dosen,cerita pengalaman wawancara dosen cpns,,
commentar,1.8864141262616E+018,1.88626443787245E+018,"Dosen gaji 2,7 juta kurang jelata apa? Nyukupin kebutuhan anggota keluarga, masuknya golongan rawan miskin dan calon kelas menengah.

Yuk buka mata!",Mon Feb 03 13:59:10 +0000 2025,1.83048797271591E+018,GinaMonica33544,"@ikhwanuddin teman gue lulus cpns dosen thn lalu di salah satu PTNBH. Waktu belajar praktik utk tes wawancara sm gue, dia bilang gaji dosen termasuk yg rendah, tapi dia berani ambil krna ada sampingan (ortunya punya CV dan dia dihibahkan kos2an 15 kmr). 
Terlepas dr anakny rajin &amp; pintar jg",1.88626443787245E+018,0,2,iya,negatif,kritik,kritik,evaluasi,seruan evaluasi seleksi cpns 2024,,
tweet,1.88439558038817E+018,,,Wed Jan 29 00:18:11 +0000 2025,3322173678,DarmantoSos,"Kemenpan RB, harus sgr.evaluasi dan menganalisa hasil seleksi cpns 2024 ,yg melibatkan pihak  lain untuk ikut bergabung menyeleksi sebagian materi tambahanyg seperti tes wawancara, tes kesehatan dll krn banyak calon cpns jika di dihitung tes SKDdan SKB lulus, ternyata gagal",,0,,iya,negatif,waspada,kritik,korupsi,menyoroti potensi suap di wawancara,,
tweet,1.88438595252272E+018,,,Tue Jan 28 23:39:55 +0000 2025,3322173678,DarmantoSos,"Peluang besar terjadinya korupsi/penyuapan pd seleksi CPNS th 2024 adalah pd tes diluar CAT atau tes wawancara ,kesehatan dll yg dimanfaat oleh oknum penyelenggara seleksi diluar CATatau diluar SKD dan SKB",,0,,iya,negatif,kritik,kritik,reformasi,seruan hapus tes di luar cat,,
tweet,1.88438455793341E+018,,,Tue Jan 28 23:34:23 +0000 2025,3322173678,DarmantoSos,"Peluang  korupsi/ suap pd seleksi cpns adalah adanya tes yg diselenggarakan oleh instansi teknis  cpns tsb. Contohnya tes wawancara,tes kesehatan dll diluar TES CAT ( SKD dan SKB) shg. Seleksi cpns  th 2024 perlu dievaluasi, sekaligus meniadakan tes diluar SKD dan SKB,. tdk ver",,0,,tidak,netral,bingung,tanya,wawancara kerja,"konteks wawancara kerja umum, bukan cpns",,
tweet,1.88403619310227E+018,,,Tue Jan 28 00:30:06 +0000 2025,1.21799699537097E+018,KediriFess,"Cah, lusa aku wawancara kerjo pertama kali. Ketentuan pakaian e cuma bebas, sopan, rapi, dan bersepatu. Aku bingung, pantes e nggo klambi koyok piye yo, hitam putih koyok pas tes cpns, opo kemeja biasa? Btw aku wawancara ndek instansi pemerintah",,0,8,iya,netral,analogi,perbandingan,seleksi,analogi gugur di wawancara,,
commentar,1.88203778895631E+018,1.88192939175386E+018,"Seru banget coy 🤣🤣

- SS Food Challenge https://t.co/IirgLQibkI",Wed Jan 22 12:09:10 +0000 2025,8.58574733641564E+017,wsp07,"@jancooeek Kyk daftar cpns, nilai tes awal tinggi, tapi gugur di wawancara (seleksi paling akhir)",1.88192939175386E+018,0,,iya,negatif,kecewa,curhat,wawancara,cerita gagal karena komunikasi,,
tweet,1.88196267184906E+018,,,Wed Jan 22 07:10:40 +0000 2025,1.238603540379E+018,sasaA100x,"Keinget lagi. Dulu pas gue uts, tes cpns, ditagih tagih draft. Pas luang chat cuma di read. Skrng lagi mau tes lagi sm wawancara tbtb disuru sidkom, kan ya Allah ya robbi bgt ya😭",,0,,iya,negatif,waspada,saran,skb,saran hindari skb dengan wawancara,,
retweet,1.88095592067253E+018,1.88059453297225E+018,"[HINDARI INSTANSI ANGGARAN CPNS SEGINI, KLARIFIKASINYA BEGINI!!!]

Thread lanjutan ""Hindari Instansi ini Jika Kamu Mau Lolos CPNS"". Part akhir.

Tulisan ini beresiko utk saya sendiri. Kalau saya ada permintaan maaf di kemudian hari, ingatlah kasus perekam video patwal mobil RI-3* https://t.co/Itn2E14Zei",Sun Jan 19 12:30:12 +0000 2025,371120536,dwigumelar_,"Hindari CPNS yg SKB-nya ada wawancara/tes kesehatan/psikotes 
Carilah instansi yg cuma memakai CAT",,0,,iya,negatif,kecewa,cerita,skb,cerita gagal cpns karena nilai wawancara jomplang,,
commentar,1.88085948243737E+018,1.88059453297225E+018,"[HINDARI INSTANSI ANGGARAN CPNS SEGINI, KLARIFIKASINYA BEGINI!!!]

Thread lanjutan ""Hindari Instansi ini Jika Kamu Mau Lolos CPNS"". Part akhir.

Tulisan ini beresiko utk saya sendiri. Kalau saya ada permintaan maaf di kemudian hari, ingatlah kasus perekam video patwal mobil RI-3* https://t.co/Itn2E14Zei",Sun Jan 19 06:06:59 +0000 2025,601800962,faiz_fhcs,"@asn2025678 Sy CPNS tahun 2023 lalu juga gagal di SKB KPK karena tes wawancara yang gap nilai pesertanya jomplang banget antara 10/90 (bobot 25%) akhirnya rank Sy turun cukup drastis, dan itu cuman formasi di Direktorat Sy waktu itu :)",1.88059453297225E+018,0,12,iya,negatif,sarkas,kritik,bobot nilai,kritik bobot nilai wawancara kecil tapi pengaruh besar,,
commentar,1.88063670946723E+018,1.88062504901272E+018,"2. Tes Potensi Akademik. Singkat aja. Kalo mau beneran pake ini buat tolak ukur kemampuan antar peserta, ngapain pake threshold? TOEFL yg nilainya 550 bisa gitu disamain sama yg fluent di 650? Ga salah juga sih, terserah yg berwenang. Ga ada aturan awalnya juga 🙏 https://t.co/Ca0kh4lelH",Sat Jan 18 15:21:46 +0000 2025,1.63914340561496E+018,asn2025678,"3. Wawancara. Ini klarifikasi dapet dari chatGPT ya? Sampah. Coba jelasin gambar ini deh. Buat yg lagi penelitian atau skripsi, saya sarankan judul ""Pengaruh nilai subtes wawancara dengan bobot 6% dari keseluruhan tes dalam merubah peringkat kelulusan peserta CPNS Instansi X"" https://t.co/4pJ3u0Udxr",1.88062504901272E+018,3,57,iya,netral,informatif,edukasi,tahapan,jelaskan arti cat dan non-cat,,
commentar,1.88003649698993E+018,1.87988217791745E+018,@goddessvenuss_ @worksfess Bedanya cat dan non cat itu gmna kka,Thu Jan 16 23:36:44 +0000 2025,1.2065242742504E+018,goddessvenuss_,"@imha_imha98 @worksfess CAT itu kepanjangan dari Computer Assisted Test (CAT). Biasanya dlm tahap seleksi cpns ada tahap SKB yg terdiri CAT dan non CAT. Yg non CAT ini biasanya terdiri dari wawancara, tes kesehatan, praktik sama psikotes",1.87988217791745E+018,1,1,iya,netral,penjelasan,edukasi,celah,jelaskan instansi non-cat rawan manipulasi,,
commentar,1.87982552379649E+018,1.87974242866158E+018,"Selama rekrutment #CPNS menggunakan CAT. Kita bakal sering atau malah merasakan momen seperti ini 🥺 yg bukan siapa"", bisa juga menjadi ASN, Bukan Anak Bupati, Ponakan Sekda tapi bisa menjadi ASN, Siapapun asal lolos kualifikasi ujian. 
cc : @pejabrut @PNS_Garis_Lucu @PNS_Ababil https://t.co/aoHHHiZkZt",Thu Jan 16 09:38:24 +0000 2025,234738002,ro_lucky,"@wiraaaaa27 @pejabrut @PNS_Garis_Lucu @PNS_Ababil Tidak semua seperti ini, kalau CPNS pemda bisa seperti ini karena SKD dan SKB nya CAT, coba deh yang SKBnya ada wawancara dan kesemaptaan atau tes lain tanpa CAT, ada celahnya",1.87974242866158E+018,0,3,iya,netral,lucu,humor,skill,candaan wawancara cpns,,
commentar,1.87969915475637E+018,1.87969437743575E+018,@YourBaeBaeee me and the boys😎,Thu Jan 16 01:16:16 +0000 2025,1.2621948924716E+018,YourBaeBaeee,@korupsiwaktu Wkwkekwk mengko nk tes cpns bagian wawancara pas menunjukan skill boleh di tampilkan,1.87969437743575E+018,0,,iya,negatif,waspada,saran,ordal,saran hindari instansi ada wawancara,,
retweet,1.87955483381821E+018,1.87909227625918E+018,"4. Tes wawancara user dilakukan dgn presentasi &amp; dilanjut oleh sesi 3 orang penanya dengan durasi TOTAL 25 menit. Namun yg mengejutkan ada di hasil akhir. Sebaran nilai para peserta sgt lebar, berbanding terbalik dgn test TPA 😌",Wed Jan 15 15:42:47 +0000 2025,3245272424,myungjage,Pernah denger kalo daftar cpns jangan yg ada tes wawancara karna rawan ordal,,0,,iya,negatif,sedih,curhat,wawancara,cerita gagal cpns karena wawancara sulit,,
retweet,1.87945281288893E+018,1.87898147481447E+018,"[HINDARI INSTANSI INI KALAU KAMU MAU LOLOS TES CPNS!!!]

A thread

Kisah ini dialami berdasarkan pengalaman mengikuti tes CPNS 2024 di suatu instansi selama kurang lebih 3 bulan~",Wed Jan 15 08:57:23 +0000 2025,112700822,namuuyon,"Tes cpns tuh unexpected deh, pengalamanku gagal cpns 2022 tuh yah, aku nangis pas wawancara karena ada skill yg ternyata harus aku kuasai diluar pengalaman dan pendidikan aku, salahku sih milih instansi ini.
Aku sampe pundung pulang wawancara dan sempet gak mau lanjut",,0,,iya,netral,kontras,cerita,pengalaman,"bandingkan 2 wawancara: satu menghakimi, satu nyaman.",,
retweet,1.8793140321986E+018,1.87912376726967E+018,Sebagian besar para peserta CPNS X tergabung dengan grup sejak awal SKD. Saya yakin instansi lain juga punya inisiatif grup serupa dgn tujuan update info. Tentu saat ini banyak isu beredar disana tp saya menahan diri utk speak up krn masih belum dapat dipertanggungjawabkan https://t.co/81UD49HnJo,Tue Jan 14 23:45:55 +0000 2025,1.43829014029252E+018,anyasideacc,"habis baca ini jadi inget dua kali wawancara di tes cpns beda instansi, yang satu ngejudge-nya ada (ditambah minus lain) yang satu adem ayem sampe 1 jam ga terasa😃",,0,,iya,negatif,waspada,saran,formasi,sarankan hindari formasi dengan wawancara/fisik.,,
commentar,1.87919855271251E+018,1.87915234984509E+018,"Gagal untuk merencanakan, sama saja dgn merencanakan kegagalan; atau ada juga yg merencanakan untuk menggagalkan rencana pihak lain agar rencananya sendiri tdk gagal.

Semoga rencana dan perjuangan @asn2025678 tak sia-sia. Yakinlah rencana Tuhan lebih baik dari rencana manusia.",Tue Jan 14 16:07:03 +0000 2025,53589863,rijqaa,"@pejabrut makanya salah satu pertimbangan pemilihan formasi cpns adalah komponen tes skb-nya. kalau sekiranya tes nya masih ada wawancara atau tes fisik mending skip~ karena rawan hal-hal begitu. 

ujian pertama cpns tuh sesungguhnya adalah ketika ✨memilih formasi✨",1.87915234984509E+018,2,7,iya,positif,yakin,saran,cat,tips pilih skb full cat tanpa wawancara.,,
retweet,1.87917394249959E+018,1.87898147481447E+018,"[HINDARI INSTANSI INI KALAU KAMU MAU LOLOS TES CPNS!!!]

A thread

Kisah ini dialami berdasarkan pengalaman mengikuti tes CPNS 2024 di suatu instansi selama kurang lebih 3 bulan~",Tue Jan 14 14:29:15 +0000 2025,424239167,faishalfw,"Wkwkwkwk sudah banyak kuberikan tips pada wan kawan, kalo mau daftar CPNS usahakan yg tanpa tes wawancara, kalo bisa mah yg SKB nya full CAT lagi",,0,,iya,netral,informatif,cerita,riwayat tes,sejak 2017 ada psikotes/kesehatan, ia tetap lolos.,
commentar,1.87915873688929E+018,1.87906823100614E+018,"work! cw/ cpns

Semoga jadi pertimbangan buat teman2 kedepan nya dalam memilih Instansi https://t.co/h6X7GGunjj",Tue Jan 14 13:28:50 +0000 2025,1.81497214213366E+018,GoodLuck441300,"@worksfess Ini udah ada sejak gue daftar cpns pertama kali di 2017, pas itu yg paling rame kejaksaan sih. Ada psikotes+tes kesehatan yg mana sifatnya menggugurkan dan ga dikasih tau parameternya apa. Jd bukan hal baru sebenernya. Gue ada wawancara tp lolos2 aja--",1.87906823100614E+018,1,16,iya,negatif,lelah,cerita,fisik,dulu instansi tes fisik ekstrem (lari siang).,,
commentar,1.87915402663967E+018,1.87914505993084E+018,Izin mention ya Pak/Bu. Saya kelupaan😭 @BKNgoid @OmbudsmanRI137 @worksfess @PNS_Garis_Lucu @pejabrut @PNS_Ababil @narasitv #CPNS2024 https://t.co/2rjvbEr2A0,Tue Jan 14 13:10:07 +0000 2025,1.44848722561684E+018,SiMeong888,"@asn2025678 @BKNgoid @OmbudsmanRI137 @worksfess @PNS_Garis_Lucu @pejabrut @PNS_Ababil @narasitv Wawancara emang ngeselin. Saya jaman dulu banget pernah ikut tes cpns, pas sebelum tes cpns kayak sekarang, jd masing2 instansi ngadain tes sendiri2. Di salah 1 yg saya ikuti sampe ada tes fisik di mana peserta disuruh lari keliling lapangan di siang bolong....",1.87914505993084E+018,0,2,iya,netral,klarifikasi,penjelasan,cat vs non-cat,jelaskan cpns cat vs non-cat ada tes tambahan.,,
commentar,1.87910792382324E+018,1.87858563741641E+018,@Casper09093 kak tanya dong kaka abis skb kalau udah lolos tuh harus tes kesehatan + kejiwaan + psikotes ga? atau kalau udah lolos skb otomatis p/l dan selanjutnya kaya cuma formalitas?,Tue Jan 14 10:06:55 +0000 2025,1.49744214494006E+018,Casper09093,@moonrooa Engga kak suamiku cpns yg CAT jadi cm skd sm skb aja testnya gada psikotest atau wawancara. Biasanya itu yg non CAT yg masih ada tes ini itu,1.87858563741641E+018,0,,iya,negatif,sinis,kritik,skor,sindir rentang nilai wawancara yang ekstrem.,,
commentar,1.87909613582834E+018,1.87909227625918E+018,"4. Tes wawancara user dilakukan dgn presentasi &amp; dilanjut oleh sesi 3 orang penanya dengan durasi TOTAL 25 menit. Namun yg mengejutkan ada di hasil akhir. Sebaran nilai para peserta sgt lebar, berbanding terbalik dgn test TPA 😌",Tue Jan 14 09:20:05 +0000 2025,1.63914340561496E+018,asn2025678,"Emg berapa sih? Paling minim peserta dapet poin 3 dari skala 100! (Mending dapet 0 sih kalo kata saya). Dan yg paling tinggi adalah poin 100. Wow. Silakan diriset dgn tes wawancara seluruh instansi lainnya, atau bahkan tes CPNS X di tahun2 sebelumnya, dan simpulkan sendiri 😊 https://t.co/YUCFR7g8j6",1.87909227625918E+018,5,97,iya,negatif,kecewa,permohonan,evaluasi,minta evaluasi hasil wawancara cpns 2024.,,
commentar,1.87898361975213E+018,1.87898361567951E+018,Terlihat jarak nilai terlampau jauh dengan peserta lainnya. Selain itu tidak ada transparansi hasil tes wawancara setelah dilaksanakannya Proses Wawancara baik sebelum dan sesudah dilaksanakannya SKB. Lanjut...,Tue Jan 14 01:52:59 +0000 2025,385927383,Vebriiann,"Dengan tidak mengurangi rasa hormat saya kepada Tim Panitia Seleksi CPNS 2024, Mohon untuk dicek dan evaluasi kembali hasil tes wawancara tersebut.  Terimakasih
#SeleksiCPNS2024
#ASNNetral",1.87898361567951E+018,0,,iya,negatif,marah,aduan,ketidakadilan,keluhkan psikotes & wawancara dianggap tak adil.,,
commentar,1.87865607099607E+018,1.87829969745597E+018,"work! SEDIH BGT belajar mati matian tp gagal sm nilai psikotes yg g transparan di CPNS KEMENDAG 2024. PSIKOTES KY MAUT g transparan, g ada live score. BENER” KAYA TEMPAT utk MEREKAYASA nilai. Gambar di bwh data nilai psikotest yg janggal, terdpt Anomali sebaran nilai. https://t.co/DFoZ57RmKC",Mon Jan 13 04:11:25 +0000 2025,1.28873571578259E+018,sasmitaningrumm,@worksfess Mohon pak/ibu bisa di lihat banyak sekali ketidakadilan dari temen2 disini banyak yang merasa aneh dgn tes cpns yang ada psikotesnya dan wawancara mana ketegakkan pancasila ke dua kita ? @gibran_tweet @Gerindra @Fraksi_Gerindra mohon bantuannya @prabowo @cpnskemendag24 @kompascom,1.87829969745597E+018,0,1,iya,positif,lega,cerita,skb,"meski stres, akhirnya lolos dosen.",,
